count2019_01,source_name_01_y,ra_01,dec_01
2302,J0915+4055,138.814,40.9171
2303,NGC2785,138.814,40.9175
2304,IC-530,138.822,11.8855
2306,J0915+1009,138.9,10.1593
2307,J091554+205543,138.977,20.9289
2309,J0916+1735,139.007,17.5898
2310,NGC-2811,139.047,-16.3131
2311,NGC-2815,139.082,-23.6333
2312,091619-233760,139.082,-23.6334
2313,091629+585601,139.122,58.9337
2315,091642+001220,139.176,0.205528
2316,091646-242042,139.195,-24.345
2317,IC2450,139.272,25.4291
2319,J0917+2744,139.32,27.747
2322,J091728-003714,139.371,-0.620583
2323,091729+395537,139.371,39.9271
2324,091739+525934,139.416,52.9929
2326,J091750-001642,139.462,-0.278417
2327,091752-222117,139.47,-22.3547
2328,091759+500007,139.499,50.0022
2329,J0918+0425,139.501,4.41839
2330,J091802+541123,139.512,54.1914
2331,HydraA,139.524,-12.0955
2333,Mrk704,139.608,16.3053
2334,J091827+202424,139.614,20.4068
2337,NGC2824,139.759,26.27
2339,SBS0915+556,139.805,55.4653
2340,NGC2787,139.828,69.2033
2341,091941+334417,139.923,33.7382
2343,IC2461,139.992,37.1912
2344,092001+330607,140.008,33.102
2345,092002+054408,140.012,5.73556
2346,NGC-2848,140.04,-16.5261
2347,J092036+330428,140.154,33.0747
2349,J0920+1933,140.19,19.5576
2351,MCG-01-24-012,140.193,-8.05614
2352,SDSSJ09212+1017,140.315,10.2947
2353,NGC-2855,140.365,-11.9097
2356,NGC2820A,140.375,64.2386
2357,UGC4951,140.432,71.5442
2360,NGC-2841,140.511,50.9765
2362,092217+044229,140.573,4.70833
2364,J092319+221625,140.831,22.2737
2365,CGCG121-071,140.871,25.7698
2366,092335+182357,140.895,18.399
2369,MCG+04-22-042,140.929,22.909
2370,092346+352900,140.944,35.4834
2371,J092358+323949,140.992,32.6637
2372,J092433+180019,141.139,18.0054
2373,NGC-2857,141.157,49.3571
2374,SDSSJ09246+5607,141.162,56.1298
2375,J092441+233220,141.173,23.5391
2376,KUG0921+485,141.181,48.2866
2377,092448+564044,141.201,56.6791
2378,092450+213426,141.21,21.5738
2379,Mrk110,141.304,52.2862
2380,092513-064260,141.307,-6.71664
2381,092514+173557,141.309,17.5989
2384,IGRJ09253+6929,141.448,69.465
2386,09255557+240819,141.482,24.1389
2388,Mrk705,141.514,12.7341
2389,J092619+194910,141.58,19.8194
2390,092619.2+194910,141.58,19.8196
2391,UGC-5026,141.666,45.8472
2392,092639+455049,141.666,45.8472
2393,J092656+433206,141.733,43.5353
2394,J092708+292408,141.784,29.4023
2395,NGC-2889,141.802,-11.6436
2396,UGC5037,141.827,23.0201
2397,J092723+302626,141.848,30.4408
2398,UGC-5029,142.011,68.4203
2399,UGC05048,142.157,38.5386
2400,092847+563919,142.2,56.6554
2401,2MASXJ09285286+,142.22,0.362944
2402,J092932+442527,142.384,44.4242
2403,J092934+243039,142.395,24.511
2404,J0929+6232,142.408,62.5441
2405,IC-2487,142.538,20.0894
2406,J0930+0754,142.543,7.90281
2407,093015-084414,142.563,-8.73722
2408,J093028+162143,142.62,16.362
2410,J093047+491533,142.697,49.2594
2411,SBS0927+493,142.778,49.0799
2412,UGC5070,142.804,30.0226
2414,093159+512254,143,51.3818
2416,NGC2892,143.22,67.6175
2418,J093257+411417,143.239,41.2384
2421,093339.8+210140,143.416,21.0278
2422,NGC-2911,143.442,10.1525
2423,093346+100909,143.442,10.1525
2427,J093411+335609,143.547,33.9359
2428,UGC-5099,143.643,0.08975
2429,J093438+055029,143.661,5.84142
2430,SDSSJ09348+0818,143.707,8.31453
2431,UGC5101,143.965,61.3532
2435,093606+411143,144.029,41.1953
2436,KUG0933+293,144.031,29.1119
2437,J093633+232638,144.141,23.4441
2438,NGC-2935,144.187,-21.1282
2439,093649+114503,144.208,11.7511
2440,MRK0707,144.254,1.09542
2441,Mrk707,144.255,1.09531
2442,093706-181132,144.277,-18.1922
2444,J093737+231426,144.407,23.2408
2445,NGC-2945,144.421,-22.0351
2446,UGC-5129,144.492,25.4953
2448,093808+012657,144.537,1.44919
2449,093830+023423,144.628,2.57328
2450,093839+185210,144.662,18.8694
2451,093845+055542,144.69,5.92844
2452,NGC-2948,144.747,6.95542
2453,NGC-2942,144.783,34.0063
2454,MCG+06.21.068,144.822,36.5622
2456,UGC5146NED02,144.86,32.3653
2457,094033+242926,145.137,25.4905
2468,Mrk1419,145.152,3.57703
2519,094045+211403,145.185,21.2343
2520,Mrk403,145.185,21.2344
2521,NGC-2962,145.225,5.16583
2522,J0941+0656,145.25,6.936
2523,094112+610340,145.304,61.0613
2525,3C223.1,145.35,39.745
2528,094207+022805,145.532,2.468
2530,J0942+6309,145.6,63.1654
2531,094227+233915,145.611,23.654
2533,NGC2974,145.639,-3.69914
2534,NGC2964,145.726,31.8472
2535,J0942+2858,145.73,28.9807
2536,NGC2979,145.786,-10.3834
2539,NGC2965,145.83,36.2478
2540,SDSSJ09434+5248,145.87,52.803
2541,NGC-2983,145.921,-20.4772
2542,NGC-2977,145.943,74.8602
2543,J0944-0038,146.008,-0.642306
2546,094427.0+042957,146.112,4.49911
2548,NGC-2959,146.287,68.5945
2549,094511-000712,146.3,-0.12
2551,NGC2989,146.355,-18.3739
2554,CGCG063-060,146.372,9.60278
2555,2MASXiJ0945296-,146.373,-0.365194
2557,NGC-2987,146.423,4.94186
2558,NGC2992,146.425,-14.3264
2561,NGC2993,146.451,-14.3683
2562,WAS02,146.501,22.3801
2563,J094600+150715,146.503,15.121
2564,094607+325045,146.53,32.8458
2565,NGC-2990,146.572,5.70883
2566,J0946+3449,146.583,34.8224
2567,J094620+030244,146.585,3.04561
2568,2MASXJ09462739+,146.614,1.46972
2569,094629+192345,146.619,19.396
2570,094645+091551,146.69,9.26442
2571,CGCG63-063,146.692,13.5299
2572,094651-010228,146.714,-1.04131
2573,094701+622022,146.754,62.3396
2574,094713+003956,146.807,0.665667
2575,NGC-2976,146.814,67.9164
2576,J0947+0044,146.842,0.740833
2577,MCG-05-23-016,146.917,-30.9489
2578,094803+213752,147.013,21.631
2579,094830+553822,147.125,55.6396
2581,NPM1G+40.0197,147.16,40.5122
2582,SDSSJ09486+3636,147.165,36.6136
2583,J094840+090031,147.171,9.00875
2584,SBS0945+594,147.173,59.2611
2585,Mrk124,147.177,50.4919
2586,NGC-2998,147.182,44.0814
2587,094843+440453,147.182,44.0814
2590,SDSSJ09488+2853,147.219,28.8939
2591,J094853+230038,147.225,23.0108
2592,2MASXJ09491233+,147.301,2.26994
2593,094937.9+404125,147.408,40.6903
2594,J0949+3213,147.422,32.2211
2595,J094951+102555,147.465,10.4319
2596,J0949+0905,147.47,9.09575
2597,UGC5263,147.491,46.3375
2598,MRK125,147.561,45.9572
2599,CGCG350-032,147.578,75.7481
2600,NGC-2985,147.593,72.2786
2601,J0950+0134,147.609,1.58253
2603,095058.7+375759,147.745,37.9664
2604,J0951+4710,147.765,47.1677
2605,UGC5288,147.821,7.82742
2607,NGC3035,147.979,-6.82303
2608,NGC3032,148.034,29.2361
2609,095211+010543,148.048,1.09542
2610,Mrk1239,148.08,-1.61225
2612,SDSSJ09523+3228,148.084,32.4742
2613,UGC-5295,148.226,42.8481
2614,095258+102046,148.245,10.3462
2615,J095259+193755,148.246,19.6321
2616,J095303+192633,148.264,19.4426
2617,UGC5308,148.359,7.86525
2618,RXJ0953.5+2539,148.38,25.6616
2619,NGC3044,148.42,1.57972
2620,NGC-3051,148.494,-27.2863
2622,J0954+0310,148.53,3.17303
2623,J0954+4717,148.576,47.2903
2624,NGC-3052,148.616,-18.6389
2625,NGC-3054,148.619,-25.7034
2626,J0954+5310,148.627,53.1692
2628,095432-281754,148.637,-28.2983
2630,095439+372430,148.664,37.4086
2633,095504-294408,148.77,-29.7356
2634,J095513+141757,148.808,14.2993
2635,NGC-3055,148.825,4.27003
2636,NGC-3031,148.888,69.0653
2639,NGC-3053,148.89,16.4328
2642,CGCG182-038,148.969,35.9656
2644,NGC-3043,149.062,59.3071
2645,J095616+102909,149.067,10.4861
2647,NGC-3060,149.08,16.8312
2648,IC2520,149.084,27.2275
2649,KUG0953+372,149.093,37.0211
2650,UGC5342,149.177,15.6365
2652,095727-135130,149.365,-13.8583
2653,J0957-0012,149.456,-0.210917
2655,SDSSJ09586+0103,149.659,1.05792
2657,095846-283719,149.692,-28.6219
2658,J095905+174917,149.771,17.8214
2659,NGC-3084,149.777,-27.1288
2660,J0959+1301,149.778,13.0265
2662,095914+125916,149.811,12.9879
2663,095929-224935,149.873,-22.8264
2666,NGC-3081,149.873,-22.8263
2668,NGC-3089,149.903,-28.3314
2670,IC585,149.934,12.9886
2671,NGC3080,149.983,13.0438
2672,095957-111348,149.991,-11.23
2673,IC2527,150.027,38.1722
2674,CGCG064-026,150.031,13.5506
2675,ugc5369,150.08,54.5396
2676,100024+004216,150.102,0.704556
2679,UGC-5378,150.133,4.40706
2681,100040-075423,150.168,-7.90636
2684,J100055+000511,150.232,0.0864722
2685,IRASF09581+3126,150.258,31.2048
2690,NGC3065,150.48,72.1703
2692,NGC3079test,150.491,55.6798
2693,calNGC3079,150.491,55.6797
2696,NGC3079,150.491,55.6797
2699,J100200+114313,150.5,11.7203
2701,SDSSJ10021+0303,150.529,3.05775
2702,NGC3066,150.546,72.1253
2703,CGCG64-039,150.572,13.5872
2704,J100235+191036,150.648,19.1769
2706,100300-152141,150.753,-15.3614
2707,NGC3077,150.83,68.7339
2710,IC-2537,150.966,-27.5709
2711,MRK25,150.966,59.4361
2712,100356+013044,150.987,1.51233
2713,100405+311108,151.022,31.1854
2714,J100415+241416,151.066,24.2378
2715,J100431+380021,151.133,38.0061
2720,NGC-3115,151.308,-7.71861
2721,IRAS09571+8435,151.321,84.3456
2722,J1005+1359,151.322,13.9845
2723,UGC5436,151.341,19.2861
2724,100531+394051,151.381,39.6809
2725,J1005+1257,151.463,12.9613
2727,MCG-04.24.017,151.481,-23.057
2728,3C236,151.507,34.9028
2731,UGCA201,151.575,28.9445
2733,NGC-3124,151.666,-19.2216
2734,J100707+450335,151.783,45.0599
2737,100714+391947,151.81,39.3299
2739,J1007+1424,151.819,14.4082
2741,IC591,151.865,12.2745
2742,100741-070654,151.925,-7.115
2743,100745-281444,151.941,-28.2455
2744,100805+221327,152.02,22.2241
2745,J100815+302239,152.066,30.3777
2746,100831-004000,152.133,-0.666833
2747,100836+181352,152.152,18.2311
2748,J100845+092737,152.188,9.46044
2751,J1009+2656,152.399,26.9469
2754,100946+010945,152.443,1.16261
2755,NGC-3145,152.541,-12.4338
2756,101027+021341,152.616,2.22825
2757,IC-2550,152.616,27.9561
2758,UGC-5489,152.666,20.0702
2759,MRK717,152.668,24.4142
2762,J101107+194428,152.783,19.7412
2763,UGC-5493,152.824,0.442417
2765,J1011-1926,152.961,-19.4456
2766,101150-192644,152.961,-19.4455
2768,SDSSJ10120+3013,153.011,30.2175
2769,UGC-5499,153.073,27.8621
2770,J101232+200003,153.134,20.001
2771,NGC3156,153.172,3.12933
2772,101242+392226,153.179,39.3739
2773,NVSSJ10128-264,153.201,-26.7419
2774,NGC3154,153.255,17.0342
2775,J101309+201601,153.291,20.2672
2776,Fair1149,153.333,-35.9827
2777,J101322+314439,153.344,31.7444
2778,NGC-3162,153.382,22.7376
2779,J101345+032529,153.44,3.42486
2780,101346-005451,153.445,-0.914222
2781,101355+385034,153.48,38.8429
2782,NGC-3169,153.563,3.46606
2783,PG1011-040,153.586,-4.31083
2785,SDSSJ10146-0049,153.665,-0.830861
2787,J1015+1413,153.901,14.2315
2788,NGC-3171,153.903,-20.6474
2789,J101549+595755,153.955,59.9654
2790,MRK719,154,4.95475
2791,101609+393235,154.039,39.5431
2799,IC2560,154.078,-33.5638
2818,NVSSJ10163-040,154.094,-4.02108
2820,SDSSJ10166+0251,154.169,2.85706
2821,NGC-3147,154.224,73.4008
2823,J101706+365228,154.276,36.8747
2825,CG59,154.326,29.2428
2826,MARK720,154.408,6.97117
2827,101739+214118,154.411,21.6883
2828,NGC3185,154.412,21.6886
2829,J101740+165228,154.421,16.8746
2830,J101757+390528,154.487,39.0911
2831,2MASXJ10180333-,154.514,-3.79475
2832,SDSSJ10181+0005,154.528,0.09975
2833,101817+350246,154.569,35.0461
2834,2MASXJ10181928+,154.58,37.3783
2835,NGC3193,154.604,21.8939
2836,NGC-3200,154.652,-17.9825
2837,101841-130007,154.672,-13.0019
2838,101856+130926,154.733,13.1575
2839,KUG1016+375,154.744,37.3003
2840,101901+032138,154.756,3.36061
2841,MARK141,154.802,63.9675
2842,101912-284526,154.803,-28.7573
2843,J101917+002039,154.823,0.344417
2844,SBS1016+592,154.882,58.955
2845,MARK1253,154.887,-3.33753
2846,101942+432158,154.926,43.3663
2847,PG1016+336,154.956,33.3678
2848,NGC-3204,155.046,27.817
2849,102022+635411,155.096,63.9032
2850,J1020+5358,155.194,53.968
2851,102049+425819,155.208,42.9721
2852,2MASXJ10205774-,155.241,-4.95053
2856,2MASXJ10210762+,155.282,0.682611
2857,102111+353929,155.294,35.6579
2858,102138+060231,155.409,6.04217
2859,MCG+00.27.002,155.417,-3.45392
2860,NGC-3183,155.454,74.1769
2862,102151+002436,155.465,0.410111
2863,NGC-3233,155.489,-22.2677
2864,1022070,155.529,21.3352
2865,102207+212006,155.529,21.3351
2866,102209+241430,155.539,24.2418
2867,IC605,155.6,1.19822
2868,102224+035950,155.602,3.99733
2869,J1022+2051,155.671,20.8592
2870,J102302+131358,155.761,13.233
2871,102319+222327,155.828,22.3908
2872,NGC3226,155.862,19.8986
2874,NGC3227,155.877,19.8651
2877,102332+645240,155.883,64.8779
2879,UGC05613,155.886,52.3419
2880,102335-264457,155.899,-26.7492
2881,J102346+604507,155.943,60.7521
2882,J1023+5306,155.947,53.108
2883,J102347+191037,155.948,19.1771
2884,J102349+591026,155.958,59.1741
2885,Zw037.022,155.999,6.48556
2886,Zw037.023,156.011,6.49556
2887,102431-233311,156.131,-23.553
2888,J102450+320142,156.21,32.0284
2889,NGC3239,156.27,17.1636
2890,J102507+280541,156.28,28.0948
2891,KUG1021+675,156.304,67.2973
2892,102522+123223,156.345,12.5397
2893,J102523+645955,156.349,64.9987
2894,MRK142,156.38,51.6764
2895,SDSSJ10255+1025,156.384,10.4178
2896,J102535+570809,156.397,57.1358
2897,102550-112629,156.459,-11.4414
2898,SDSSJ10261+2136,156.525,21.6049
2899,J102613+610304,156.557,61.0511
2900,102613+110232,156.557,11.0423
2901,J1026+0041,156.588,0.684917
2902,IC614,156.716,-3.46472
2903,J102651+415318,156.716,41.8886
2905,J1027+1601,156.766,16.0179
2909,J102725+202651,156.858,20.4476
2910,J102729+011448,156.873,1.24672
2912,2MASXiJ1027498+,156.958,36.5597
2914,102820+124051,157.087,12.6809
2915,Zw240.047,157.174,49.0718
2916,J102853+194526,157.222,19.7574
2917,J102854+123746,157.225,12.6297
2919,102859+273858,157.243,27.6501
2920,RXSJ10291+2729,157.257,27.4809
2921,J1029+3906,157.298,39.1149
2922,NGC3254,157.333,29.4914
2924,J102929+193722,157.372,19.6228
2925,103019-173559,157.581,-17.5997
2926,CGCG009-070,157.712,-2.72114
2927,J103058+255957,157.744,25.9991
2928,NGC3265,157.778,28.7967
2929,103111+605605,157.798,60.9349
2930,J1031+0028,157.896,0.47525
2931,103139+255902,157.912,25.9839
2932,UGC5713,157.912,25.984
2936,J103139+034350,157.915,3.73061
2937,NGC3281,157.967,-34.8537
2938,NPM1G-18.0348,157.989,-18.7761
2939,NGC3274,158.072,27.6687
2941,MRK33,158.133,54.4011
2942,J1032+6502,158.145,65.0411
2943,J103309+610415,158.288,61.071
2944,J103321+023658,158.338,2.61614
2945,ESO-501-G13,158.376,-26.8983
2946,NGC-3285,158.4,-27.455
2948,eso436-g03,158.498,-30.1681
2952,MRK0034,158.536,60.0311
2957,2MASXJ10341656-,158.569,-28.5681
2959,UGC5739,158.582,13.7545
2960,NGC3252,158.596,73.7651
2961,KUG1031+398,158.661,39.6414
2962,NGC3287,158.697,21.6484
2963,ESO-436-G46,158.71,-28.5839
2964,103459+322843,158.746,32.4786
2965,KUG1032+379B,158.845,37.6717
2968,103527-140748,158.864,-14.13
2970,IC-2594,159.016,-24.3228
2971,103611+265713,159.044,26.9537
2972,J103614-000932,159.06,-0.159028
2973,NGC-3294,159.068,37.3247
2974,NGC-3308,159.093,-27.4378
2975,ESO-501-G35,159.102,-26.9994
2976,J103627+131857,159.115,13.316
2978,NGC-3300,159.16,14.1711
2979,UGC5772,159.239,0.22975
2980,J103657+001347,159.239,0.229722
2981,NGC3303NED02,159.25,18.1358
2982,NGC3312,159.261,-27.5651
2983,ESO-501-G47,159.322,-27.4683
2985,J1037+4335,159.331,43.5876
2987,J1037+3704,159.342,37.0775
2988,103723+021845,159.348,2.31244
2990,103729+600011,159.373,60.0032
2991,103731+433913,159.383,43.6538
2992,103749-240952,159.458,-24.1645
2993,103800-263008,159.503,-26.5022
2994,Q10358-0951,159.586,-10.1175
2995,NGC-3310,159.691,53.5034
2996,SDSSJ10390+4140,159.752,41.6689
2997,J103916+052913,159.817,5.48714
2998,NGC-3335,159.892,-23.9227
2999,103942-004228,159.929,-0.707944
3000,MCG-01.27.031,159.943,-5.48303
3001,Malin2,159.969,20.847
3002,J1040+3907,160.002,39.1222
3003,NGC-3331,160.037,-23.8204
3004,NGC-3336,160.071,-27.7771
3005,104024+065137,160.103,6.86053
3006,104036-173241,160.15,-17.5447
3007,104039+372000,160.16,37.3332
3008,104039+390356,160.165,39.0656
3009,RXJ10407+3300,160.183,33.0165
3010,ESO568-G21,160.313,-21.023
3011,104117-260958,160.322,-26.1661
3012,104117-240040,160.324,-24.0111
3013,CG64,160.335,31.6775
3014,ESO-437-G44,160.426,-28.7797
3015,MRK725,160.46,21.3114
3016,ESO-437-G45,160.499,-28.7767
3017,NGC-3338,160.531,13.7469
3020,104245+265037,160.686,26.8437
3022,104248+110000,160.703,11.0002
3023,SDSSJ10428+2546,160.71,25.7712
3024,104251-170130,160.716,-17.025
3025,ESO-501-G82,160.798,-26.25
3026,SDSSJ10434+1105,160.86,11.0901
3027,NGC3344,160.88,24.9223
3029,NGC-3351,160.99,11.7039
3030,J1044+0439,161.009,4.663
3031,CGCG333-049,161.035,70.4053
3032,Zw212.045,161.163,38.7596
3034,104445.4+312936,161.189,31.4934
3036,104449+381052,161.204,38.181
3037,NGC3362,161.215,6.59669
3039,104458+260529,161.243,26.0914
3041,NGC3353,161.343,55.9603
3043,J1045+3712,161.446,37.2113
3044,CGCG10-007,161.562,0.0502778
3045,104615+510442,161.566,51.0786
3046,NGC-3367,161.646,13.7508
3048,UGC05881,161.677,25.9317
3049,UGC5881,161.677,25.9316
3050,NGC-3368,161.69,11.82
3051,104711+304328,161.797,30.7244
3052,104729+071503,161.873,7.25106
3053,CGCG155-013,161.969,26.2505
3054,CGCG66-017,161.975,10.8979
3055,104800+304132,162,30.6922
3056,J1048+2357,162.027,23.9541
3058,104812+283606,162.051,28.6018
3059,104812+263609,162.051,26.6024
3061,104815+144417,162.064,14.7381
3068,NGC3393,162.098,-25.162
3071,104837+662143,162.158,66.362
3072,MRK727,162.184,26.0536
3073,104848+655524,162.204,65.9233
3074,MRK152,162.219,50.0366
3076,J1049+2258,162.33,22.9805
3077,VIIIZw105,162.332,13.2301
3080,Mrk417,162.379,22.9644
3082,NGC3396,162.48,32.9908
3084,105003+365831,162.511,36.9753
3085,2MASXiJ1050027+,162.512,36.9754
3086,105003-144459,162.513,-14.7497
3087,UGC-5943,162.556,-1.29019
3088,J105021+084449,162.589,8.74706
3089,NGC-3394,162.666,65.7272
3090,IC649,162.718,1.16389
3092,NGC3412,162.722,13.4123
3093,SDSSJ10510+6546,162.762,65.7814
3094,NGC-3414,162.818,27.9749
3095,NGC-3419,162.824,13.946
3097,1051299,162.875,46.7449
3098,105138-010734,162.91,-1.12611
3099,NGC-3415,162.927,43.7126
3100,J105153+100557,162.974,10.0993
3101,NGC-3434,162.992,3.79206
3103,NGC-3433,163.016,10.1482
3105,NGC-3430,163.048,32.9504
3106,UGC05984NED01,163.062,30.0579
3108,105221+381750,163.087,38.2972
3110,J105227+080538,163.115,8.09408
3111,NGC3432,163.13,36.6189
3113,J105233+100108,163.139,10.0191
3114,105235+475422,163.146,47.9064
3115,105247-110518,163.196,-11.0883
3116,UGC6003,163.266,4.63194
3117,MRK156,163.285,50.2847
3118,NGC3440,163.456,57.1188
3119,J1053+4939,163.499,49.6597
3120,105408+002139,163.534,0.361
3121,J1054+3309,163.616,33.1621
3122,NGC3454,163.622,17.3439
3123,105435+110046,163.646,11.0129
3124,J105439+541820,163.664,54.3051
3125,105443+162628,163.678,16.4411
3126,J105505+094126,163.771,9.69064
3127,105508+372636,163.783,37.4433
3130,105550+312332,163.959,31.3923
3131,105618+465155,164.075,46.8654
3132,105729+373555,164.372,37.5986
3134,IC657,164.473,-4.90497
3137,105819+083611,164.58,8.60322
3138,105851+363624,164.713,36.6068
3139,105911+014833,164.798,1.80919
3140,CGCG066-078,164.898,8.92694
3141,UGC6070,164.943,33.3919
3142,110004+172528,165.016,17.4242
3143,J110007+101522,165.033,10.2563
3145,HS1057+4632,165.067,46.2709
3146,J1100+3714,165.067,37.2402
3148,NGC3489,165.077,13.9011
3149,NGC3486,165.1,28.975
3150,110024+041045,165.101,4.17939
3151,110027+062409,165.115,6.40261
3152,SDSSJ11005+0206,165.135,2.11606
3153,IRASF10570+7239,165.16,72.3809
3154,2MFGC08589,165.189,-6.57836
3155,110047+104341,165.2,10.7282
3189,UGC6093,165.2,10.7282
3192,MRK728,165.257,11.0469
3194,110105+294349,165.271,29.7304
3195,2MASXJ11012645+,165.36,9.78889
3196,MCG-02.28.039,165.375,-12.4489
3198,110133+293808,165.387,29.6355
3200,UBG6100,165.392,45.6539
3201,UGC6100,165.392,45.6539
3202,110156+665545,165.483,66.9293
3203,J110156+183520,165.487,18.589
3205,TOL1059+105,165.491,10.2941
3206,110230+005236,165.628,0.876889
3208,SDSSJ11025-0017,165.639,-0.291
3209,110237+590731,165.657,59.1254
3210,110249.8+250426,165.707,25.0738
3211,NGC-3504,165.797,27.9725
3212,J110312+275755,165.797,27.9724
3213,NGC3506,165.804,11.0767
3215,RXSJ11032-0654,165.82,-6.90478
3216,J1103-0052,165.91,-0.869
3217,110338-005208,165.91,-0.868972
3220,110338+451047,165.91,45.18
3221,B2_1101+38,166.114,38.2089
3223,J1104+4507,166.154,45.1252
3224,110445+041755,166.189,4.29869
3225,SDSSJ11049+4334,166.233,43.5692
3226,SDSSJ11049+0102,166.24,1.03828
3227,SDSSJ11050+5941,166.258,59.6844
3229,J1105+1016,166.271,10.2732
3230,NGC-3521,166.452,-0.0358611
3231,110558+362426,166.492,36.4071
3232,CGCG291-028,166.496,58.946
3233,110621+502317,166.589,50.3881
3236,110713+650606,166.805,65.1019
3237,J110724+213925,166.853,21.6571
3238,J1107+0221,166.955,2.35658
3239,110808+455904,167.035,45.9846
3240,J1108+2932,167.068,29.5364
3241,110819+295356,167.078,29.8991
3243,J110823+032952,167.1,3.49797
3246,110903+281656,167.262,28.2822
3247,J1109+6123,167.302,61.3964
3249,IC-673,167.356,-0.0978056
3250,2MASXJ11092911+,167.371,28.6914
3251,J110930+144119,167.375,14.6887
3252,110933+283740,167.388,28.6276
3254,J1109+2837,167.388,28.6277
3258,UGC6204,167.465,24.2617
3259,J1110+2213,167.541,22.2265
3260,111013+022022,167.558,2.33964
3261,111018+281713,167.577,28.2869
3263,111026-145742,167.611,-14.9617
3265,111044+043039,167.687,4.51083
3266,Zw067.027,167.692,11.6116
3268,ESO438-G09,167.7,-28.5011
3269,NGC-3549,167.737,53.3878
3270,111103+045211,167.763,4.86997
3272,111113+284147,167.805,28.6965
3273,111114+631722,167.812,63.2896
3275,NGC3563B,167.855,26.9636
3276,J111138-150932,167.91,-15.159
3277,111140+392230,167.917,39.3749
3279,111143+233410,167.931,23.5696
3281,11123743+120729,168.156,12.1249
3285,111256+282324,168.232,28.3899
3289,SBS1110+567,168.333,56.4789
3290,111321+050532,168.338,5.09236
3292,IC2637,168.457,9.58628
3293,IC-677,168.486,12.3026
3294,11140012+725441,168.501,72.9116
3295,111403+672210,168.517,67.3695
3296,111406+554239,168.526,55.7109
3297,111406.3+554239,168.526,55.7109
3298,111408-140825,168.537,-14.1403
3299,NGC-3583,168.545,48.3185
3300,J1114+2519,168.591,25.3289
3301,J1114+2754,168.605,27.9138
3302,11144391+794335,168.683,79.7266
3303,11144636-020723,168.693,-2.12325
3304,NGC-3596,168.776,14.7871
3305,111507+363224,168.78,36.54
3306,J1115+3102,168.792,31.0337
3307,111529+552722,168.871,55.4563
3308,J111537+232523,168.907,23.4231
3309,111542+062357,168.925,6.39944
3310,J1115+5024,168.948,50.4016
3311,UGC6284,168.956,0.860389
3312,NGC3600,168.967,41.5911
3313,J1115-0020,168.998,-0.349639
3314,SDSSJ11161+4123,169.032,41.3981
3315,CGCG156-039,169.045,29.4422
3316,111633+351823,169.138,35.3063
3318,2MASXJ11165338+,169.222,27.9728
3320,NGC3607,169.228,18.0517
3323,NGC-3611,169.375,4.55556
3324,IC2694,169.411,13.3761
3325,CGCG156-051,169.469,29.3045
3326,J1118+2813,169.574,28.226
3327,NGC3614,169.589,45.7482
3329,J1118+2452,169.651,24.8678
3331,NGC-3623,169.733,13.0922
3332,MCG+10.16.111,169.741,58.0564
3333,111926+031205,169.859,3.20161
3334,112002+303453,170.01,30.5813
3335,NGC-3626,170.016,18.3568
3337,NGC3622,170.052,67.2417
3338,NGC-3627,170.062,12.9917
3339,NGC3628,170.071,13.5895
3341,J112026+033508,170.109,3.58564
3342,J112055+193755,170.233,19.632
3343,J112059+003203,170.249,0.534222
3344,NGC-3631,170.262,53.1698
3345,2MASXJ11210844+,170.285,34.9222
3346,1121262+6917035,170.359,69.2843
3347,J112127+242417,170.365,24.4048
3348,112132+132536,170.382,13.4266
3349,112132+024837,170.387,2.81042
3350,NGC-3646,170.43,20.1696
3352,Mrk734,170.446,11.7386
3354,NGC3642,170.575,59.0744
3357,J112235+195001,170.649,19.8336
3358,112242+485720,170.678,48.9558
3359,UGC6393,170.723,34.3409
3360,NGC3655,170.727,16.59
3361,J1122+1635,170.728,16.59
3363,1123013,170.755,47.0524
3364,112302+342952,170.759,34.4978
3365,J1123+2956,170.797,29.9415
3366,UGC6398,170.797,29.5983
3369,ngc3660,170.886,-8.65803
3371,112347+352632,170.946,35.4423
3372,J1124-0109,171.036,-1.15769
3373,CGCG039-167,171.036,6.21475
3374,J1124+2742,171.1,27.7126
3376,112426-002537,171.109,-0.427028
3377,NGC-3665,171.182,38.7628
3378,J112455+131319,171.232,13.2221
3379,2MASXJ11245626-,171.235,-3.81111
3380,MCG-01-29-018,171.259,-5.06886
3382,UGC-6429,171.329,63.7293
3383,NGC-3668,171.377,63.4463
3384,2MASXJ11253156-,171.382,-11.5702
3385,MARK40,171.4,54.3822
3386,J1125+2408,171.439,24.14
3387,J112549+144006,171.456,14.6685
3388,112612+351753,171.548,35.2981
3389,112623+060432,171.599,6.07569
3390,112625-015240,171.608,-1.87803
3391,112626+025557,171.609,2.93275
3392,UM428,171.67,-1.69389
3393,IC691,171.685,59.1555
3394,Mrk423,171.702,35.2508
3395,J1126+1849,171.73,18.8326
3396,UGC06454,171.829,38.6642
3397,ESO439-G009,171.847,-29.2575
3398,112727+345729,171.863,34.958
3402,SDSSJ11279-0112,171.99,-1.21122
3403,UGC6456,171.999,78.9941
3404,NGC-3687,172.003,29.5109
3405,NGC-3689,172.046,25.6611
3406,SDSSJ11282+1023,172.054,10.3856
3407,IRAS11251+7313,172.071,72.9477
3411,SBS1125+581,172.171,57.8351
3413,NGC-3683A,172.299,57.1322
