count2019_01,sourcename,ra,dec,Velo,Tsys,Int,Rms1,Vlo1,Vhi1
4064,eso507-g007,191.427,-26.2436,5285,45.9,28,2.7,3895,6687
4065,PG1244+026,191.647,2.36886,14443,32.5,20,2.2,12969,15931
4066,NGC4686,191.666,54.5342,5017,40.3,10,3.8,3630,6417
4067,J1246+0951,191.693,9.85053,7140,75.3,9,8.4,5733,8559
4068,NGC4685,191.797,19.4644,6750,30.4,10,2.9,5347,8166
4069,NGC4684,191.823,-2.7275,1570,32.6,10,3.0,214,2938
4072,NGC4691,192.057,-3.33278,1110,32.3,10,2.8,-241,2474
4073,J124815+105901,192.063,10.9834,1160,32.8,10,3.4,-191,2524
4074,NGC4698,192.095,8.4875,1009,41.2,10,4.5,-341,2372
4075,NGC-4711,192.191,35.3328,4062,52.8,10,5.1,2683,5453
4076,124858+403545,192.245,40.5959,4910,51.3,10,4.5,3524,6309
4078,IRAS12468-1107,192.375,-11.401,14447,58.5,13,5.9,13065,15842
4079,NGC-4712,192.394,25.4703,4384,49.9,10,4.8,3002,5778
4081,12495294+803619,192.471,80.6055,10068,39.9,10,3.5,8634,11515
4082,NGC-4750,192.53,72.8745,1614,92.5,5,12.4,257,2983
4083,2MASXJ12501385+,192.558,7.57919,11407,26.2,10,2.5,9961,12866
4084,NGC-4725,192.611,25.5007,1206,40.4,5,5.5,-146,2571
4085,SDSSJ12504+0013,192.614,0.229444,14050,50.8,9,5.1,12671,15441
4086,125028-265033,192.62,-26.8425,3168,57.0,10,5.7,1797,4551
4087,SDSSJ12507-0249,192.677,-2.82533,14151,48.9,9,5.0,12771,15543
4089,NGC4736,192.721,41.1204,308,38.0,10,4.1,-1036,1665
4090,125112+045132,192.804,4.85906,7507,54.9,10,5.1,6097,8930
4091,125130+314852,192.873,31.8144,7339,40.1,10,3.4,5931,8760
4092,IC3834,192.885,-14.2214,4391,62.4,10,6.2,3096,5698
4093,NGC4748,193.052,-13.4147,4386,35.2,10,3.4,3004,5780
4094,2MASXJ12521769+,193.074,27.0856,6287,35.4,10,3.6,4888,7698
4095,NGC-4754,193.074,11.3136,1396,56.3,5,7.4,41,2763
4096,ESO575-IG016NED,193.152,-21.9108,6895,41.2,10,4.1,5490,8312
4099,J125314+042748,193.31,4.46311,716,33.5,10,3.4,-632,2076
4100,NGC4772,193.372,2.16833,1040,51.7,10,5.5,-311,2404
4101,125333+033814,193.391,3.63722,14689,44.8,15,3.4,13212,16179
4103,NGC-4779,193.462,9.70911,2829,57.5,5,7.5,1461,4209
4105,125441+492219,193.672,49.3721,9250,36.2,10,3.4,7824,10689
4106,UGC8040,193.681,58.7764,2515,34.8,10,3.2,1150,3892
4108,NGC-4814,193.841,58.3441,2513,61.6,5,8.1,1148,3890
4109,J1255+6336,193.975,63.6116,2764,40.8,7,6.5,1482,4057
4111,1255590+8016110,193.996,80.2697,10223,35.5,10,3.3,8788,11671
4114,J1256-0804,193.999,-8.076,4003,66.7,10,7.0,2711,5306
4116,Mrk231,194.059,56.8737,12642,33.2,8,3.9,11184,14113
4117,2MASXJ12561908+,194.08,2.19908,18955,48.4,10,5.1,17438,20486
4118,J125620+052835,194.085,5.47647,7265,42.6,10,4.6,5857,8685
4119,NGC4813,194.15,-6.81778,1394,54.8,10,5.6,39,2761
4123,125801+013433,194.505,1.57583,1199,48.5,15,3.5,-153,2564
4124,J125805+281433,194.523,28.2426,7196,41.2,10,4.2,5789,8616
4125,J125809+284230,194.539,28.7086,7610,41.1,10,4.2,6199,9034
4127,2MASXJ12585813+,194.742,2.97567,15822,50.2,10,5.2,14335,17323
4130,NGC-4868,194.787,37.3103,4665,52.2,10,5.2,3281,6062
4131,J125913+355119,194.805,35.8553,8346,36.4,10,3.7,6928,9776
4132,J125916+270622,194.819,27.1062,8386,41.7,10,4.3,6968,9817
4133,1259227+2601345,194.844,26.0263,6076,29.1,10,2.8,4679,7485
4135,125939+532028,194.916,53.3413,8292,36.7,10,3.5,6875,9722
4136,J125947+214847,194.947,21.8132,7154,43.0,10,4.6,5748,8574
4137,2MASXJ12595224-,194.968,-25.2783,14538,38.9,10,4.2,13063,16027
4138,MRK0235,195.009,33.4374,7199,24.4,10,2.4,5792,8619
4139,MARK236,195.083,61.6549,14895,50.7,10,4.8,13509,16294
4140,J130035+273427,195.149,27.5742,5099,41.7,10,4.5,3710,6499
4141,J1300+3620,195.178,36.3456,8331,118.1,3,25.0,7002,9672
4143,NGC4897,195.221,-13.4497,2554,59.3,10,6.4,1189,3931
4144,SDSSJ13009-0120,195.227,-1.34636,6900,51.1,7,5.8,5583,8228
4145,130105.0+094525,195.271,9.75681,8230,38.5,9,4.1,6813,9659
4150,NGC4903,195.345,-30.935,4935,51.1,10,5.9,3548,6334
4152,NGC4922B,195.355,29.3139,7056,46.2,44,2.1,5650,8475
4154,130125+291849,195.355,29.3138,7011,51.2,10,5.1,5605,8429
4155,J130134+372310,195.392,37.3862,7037,36.5,10,3.8,5631,8455
4156,130143+295537,195.433,29.9268,9216,49.4,10,4.5,7790,10655
4159,Mrk783,195.745,16.4075,20146,31.1,20,2.1,18618,21688
4160,CGCG015-059,195.817,1.46858,12264,53.4,15,4.0,10810,13731
4161,NPM1G-13.0407,195.843,-13.6927,14000,46.3,10,4.7,12622,15391
4163,SBS1301+540,195.998,53.7917,8964,34.6,10,3.5,7541,10400
4165,NGC4941,196.055,-5.55158,1108,38.2,9,4.1,-243,2472
4168,NGC4939,196.06,-10.3396,3110,39.0,10,4.0,1740,4492
4169,130424+362848,196.103,36.4799,6963,40.3,10,3.7,5558,8381
4171,NGC-4956,196.254,35.1781,4750,52.8,10,5.2,3365,6147
4172,130502+533914,196.262,53.6539,8745,36.5,10,3.3,7324,10179
4173,130507-282347,196.283,-28.3964,9461,58.7,10,5.8,8033,10902
4174,130516+565919,196.317,56.9888,8391,37.9,10,3.5,6973,9822
4175,130546+014043,196.443,1.67864,14090,45.6,15,3.2,12619,15575
4176,130549-033825,196.456,-3.64036,14090,48.2,15,3.4,12619,15575
4177,130558+035723,196.494,3.95644,6997,55.8,10,5.6,5592,8415
4178,SDSSJ13062+5857,196.563,58.9593,8700,58.8,9,6.1,7368,10044
4179,NGC4966,196.572,29.0628,7038,37.5,10,4.0,5632,8456
4180,130617+533907,196.574,53.6521,9002,37.5,10,3.3,7578,10439
4182,ESO323-077,196.609,-40.4146,4501,98.9,25,8.1,3118,5896
4183,130705-234037,196.775,-23.6769,2958,50.7,20,3.4,1589,4339
4187,J1307+5237,196.853,52.621,7846,43.6,8,4.6,6521,9183
4188,130727.9+044546,196.866,4.76283,14058,39.4,10,3.8,12587,15542
4190,130750+031140,196.962,3.19467,11556,51.6,10,4.4,10109,13017
4191,KUG1305+351,196.98,34.9194,7106,30.6,10,3.0,5700,8525
4192,130804-234749,197.018,-23.7969,2964,55.8,10,5.5,1595,4345
4194,NGC-4986,197.102,35.2064,4794,53.4,10,5.1,3409,6192
4195,130837+434415,197.158,43.7375,10729,41.2,10,3.6,9289,12182
4196,130842-242258,197.175,-24.3828,4239,49.8,10,4.7,2859,5632
4197,130850-004902,197.209,-0.817417,5396,39.0,10,3.6,4005,6799
4198,130855-004805,197.231,-0.801611,5696,39.2,10,3.8,4303,7102
4199,NGC4992,197.273,11.6341,7536,45.3,40,2.6,6126,8959
4203,J130930+285909,197.378,28.986,6194,42.5,10,4.7,4796,7605
4204,J130947+285425,197.448,28.907,5597,41.6,10,4.2,4204,7002
4205,J1310+1943,197.501,19.7184,3840,44.5,10,4.4,2463,5229
4206,UGC08250,197.584,32.482,5290,34.8,32,1.8,3900,6692
4208,NGC5005,197.735,37.0589,950,45.1,28,2.7,-400,2313
4209,J131101+293442,197.757,29.5784,7268,63.3,10,6.9,5860,8689
4213,131206+461146,198.026,46.1962,8442,43.5,10,4.1,7023,9873
4214,J131211+044641,198.047,4.77822,7205,42.2,10,4.3,5798,8625
4215,J131225+283215,198.108,28.5378,6370,67.1,8,7.6,4971,7782
4216,J131229+340321,198.123,34.0559,10162,36.1,10,3.6,8727,11609
4218,J1313+5113,198.263,51.2316,7535,43.4,8,4.7,6213,8869
4219,IISZ10,198.274,-11.1284,10200,47.5,10,4.8,8855,11557
4220,SDSSJ13130+0127,198.274,1.46556,8700,61.7,5,8.6,7368,10044
4221,NGC-5033,198.365,36.594,878,52.9,8,5.6,-471,2240
4224,J131335+290735,198.397,29.1266,5987,66.1,10,7.4,4590,7395
4225,131350-033622,198.462,-3.60622,8094,39.5,10,3.7,6679,9522
4226,131352+020757,198.468,2.13253,8993,38.0,10,3.5,7569,10430
4227,131357+454216,198.492,45.7045,7564,45.6,10,4.2,6153,8987
4229,131407+300054,198.53,30.0151,10538,41.4,10,3.5,9100,11989
4230,131408-002628,198.536,-0.441083,11797,41.4,10,3.3,10347,13260
4231,J1314+5555,198.54,55.9251,9707,59.2,10,5.9,8366,11060
4233,131459+511622,198.749,51.2725,7463,50.2,20,3.2,6053,8885
4234,J131508+302413,198.784,30.4038,6946,62.2,10,6.6,5541,8364
4235,J131509+293810,198.789,29.6363,6746,62.2,10,6.2,5343,8162
4236,131513+442426,198.808,44.4074,10627,43.8,10,3.9,9188,12079
4238,UGC08327NED02,198.822,44.4071,10958,33.5,10,3.6,9516,12413
4239,131526-024032,198.86,-2.67564,8094,50.2,15,3.9,6679,9522
4240,131612+340347,199.05,34.063,9460,39.4,10,3.4,8032,10901
4242,MRK1477,199.061,41.4944,6218,31.6,10,3.1,4820,7629
4243,J1316+2524,199.07,25.4052,3883,43.9,10,4.7,2506,5272
4244,J1316+3040,199.085,30.6784,5667,41.6,10,4.2,4361,6985
4245,131659+053924,199.249,5.65681,9879,53.1,10,4.8,8447,11324
4246,IC4218,199.264,-2.26128,5700,50.6,10,5.4,4393,7018
4247,131757+034808,199.49,3.80231,6162,56.7,10,5.0,4764,7572
4249,J131810-011437,199.542,-1.24367,5745,39.2,5,6.3,4351,7152
4250,131831+541803,199.629,54.3009,9829,44.0,10,3.9,8398,11273
4252,131915+543606,199.816,54.6018,9708,38.0,10,3.6,8278,11151
4253,1319189,199.829,51.1268,8845,47.8,10,4.7,7423,10280
4254,131919+510737,199.829,51.1267,8823,52.9,20,3.2,7401,10258
4257,NGC5089,199.914,30.2567,2141,33.8,10,3.1,780,3514
4258,MCG-03.34.049,200.027,-17.1182,6700,52.2,10,5.0,5385,8027
4259,J1320+0754,200.057,7.90783,6505,32.5,10,3.3,5104,7918
4260,132014+335358,200.06,33.8995,11586,38.5,5,4.8,10138,13047
4262,2MASXJ13202200-,200.092,-23.5406,13784,36.6,10,3.3,12316,15266
4263,2MASXJ13202821+,200.117,29.6017,14945,32.2,9,3.7,13466,16438
4264,J1320+1515,200.19,15.2591,6871,33.9,10,3.5,5467,8288
4265,NGC5109,200.218,57.6447,2131,34.4,10,3.0,770,3504
4266,132053+321127,200.223,32.1908,6905,51.2,10,4.7,5500,8322
4267,NGC5106,200.248,8.97833,9576,35.3,10,3.8,8147,11018
4268,J1321+0020,200.346,0.342444,5527,38.8,10,4.1,4135,6931
4269,J1321+3114,200.439,31.2372,7226,43.4,10,4.3,5906,8557
4270,132210+331006,200.542,33.1683,11189,33.4,10,2.8,9745,12646
4271,MCG-03-34-064,200.602,-16.7284,4959,55.3,50,2.9,3572,6358
4272,1319-162,200.602,-16.7284,5000,39.7,30,2.5,3613,6400
4274,NGC-5116,200.732,26.9807,2891,42.7,5,5.2,1523,4271
4275,132330+344433,200.873,34.7425,9803,38.8,5,5.1,8372,11247
4279,NGC5127,200.937,31.5658,4782,29.9,20,2.0,3397,6180
4280,132348+431804,200.952,43.3012,8192,44.9,10,4.1,6776,9621
4281,J132352+134403,200.968,13.7343,6443,36.9,9,4.6,5043,7856
4283,ngc5131,200.989,30.9884,6850,44.7,60,1.7,5446,8267
4284,132360+305557,201,30.9324,6679,40.5,10,3.7,5277,8094
4285,J1324+1535,201.053,15.594,8497,33.8,10,3.6,7078,9929
4286,UGC08426,201.066,31.3454,4987,50.5,24,2.9,4649,7455
4287,J1324+0446,201.118,4.77492,6399,44.7,8,5.2,5086,7723
4288,2MASXJ13243528-,201.147,-19.7531,5284,37.2,10,3.5,3894,6686
4289,132442+290259,201.177,29.0496,7048,51.5,10,4.7,5642,8467
4291,1322+2918,201.178,29.0494,7012,45.6,24,2.6,5606,8430
4292,NGC5141,201.214,36.3783,5210,30.4,20,2.0,3821,6611
4293,NGC5143,201.255,36.4373,5804,33.9,10,3.2,4410,7211
4296,J1325+1905,201.454,19.0974,7185,48.5,10,4.8,5778,8605
4297,MRK66,201.474,57.2545,6287,31.6,10,3.1,4888,7698
4298,132616+584100,201.57,58.6834,6940,40.4,10,3.7,5535,8357
4299,J132632+142512,201.637,14.4201,7205,36.5,8,4.1,5798,8625
4300,132730+332332,201.875,33.3922,10753,33.8,10,2.9,9313,12206
4301,132730.8+205251,201.878,20.8809,5940,38.3,10,4.3,4544,7348
4302,IC4253,201.885,-27.8723,10150,44.0,9,5.3,8716,11597
4304,132738+002654,201.909,0.448556,10792,47.1,10,4.3,9352,12245
4305,J132810+095533,202.044,9.92603,6664,41.4,10,4.5,5262,8079
4306,NGC-5166,202.063,32.0324,4647,53.7,10,5.6,3263,6043
4309,J1328+4635,202.105,46.5916,2422,39.0,6,5.2,1143,3712
4310,132838+333618,202.159,33.6051,7875,34.8,10,3.3,6462,9301
4311,J1329+1214,202.268,12.2378,7257,39.1,10,3.9,5937,8589
4312,132916+530455,202.318,53.0821,8721,38.2,10,3.6,7300,10155
4313,NGC-5172,202.331,17.0517,4032,51.8,5,7.0,2654,5423
4314,2MASXJ13291966+,202.332,32.0047,7365,29.2,10,2.7,5956,8786
4315,J1329+1137,202.372,11.6248,6201,38.8,10,4.1,4890,7523
4316,132948+310749,202.451,31.1301,7162,37.5,10,3.5,5755,8582
4320,133006-014314,202.526,-1.72061,4305,49.0,10,4.7,2924,5698
4321,J1330-0139,202.548,-1.66317,3984,40.9,10,3.9,2606,5374
4322,J1330+2639,202.558,26.6657,7440,31.8,10,3.4,6031,8862
4326,VIIIZw318,202.633,-0.60375,16276,51.2,10,5.1,14785,17781
4331,NGC-5190,202.66,18.1339,4135,52.0,5,7.2,2756,5527
4333,UGC8502b,202.664,31.2845,10210,42.5,8,4.5,8775,11658
4334,13304175-213947,202.674,-21.6633,7253,41.2,10,4.2,5845,8673
4335,3C286,202.785,30.5092,15000,36.3,5,13.7,13532,16504
4338,133125+110218,202.858,11.0385,6649,39.8,10,3.5,5247,8064
4339,133147.1+591047,202.946,59.1798,12804,36.1,9,3.8,11345,14276
4340,UGC8516,202.969,20.0011,1023,31.1,10,3.0,-327,2386
4341,IRAS13293+0216,202.97,2.01647,25875,38.5,52,1.7,24299,27481
4343,J1332+6242,203.029,62.7007,2925,75.4,10,7.5,1557,4306
4344,J1332+6246,203.043,62.7677,2933,76.2,10,8.4,1565,4314
4345,MRK0661,203.057,26.9498,10603,41.0,28,2.4,9175,12065
4346,MRK661,203.057,26.9501,10603,68.6,8,8.6,9164,12055
4347,MRK789,203.101,11.1063,9430,27.9,10,2.4,8002,10871
4348,133232.3+071739,203.134,7.29422,6752,41.1,10,4.9,5349,8168
4349,J1332+2634,203.19,26.5803,14102,30.3,10,5.2,12631,15587
4350,13330839-233238,203.285,-23.5442,10342,41.4,10,3.9,8906,11791
4351,133317+324539,203.321,32.7608,10643,34.2,10,2.9,9204,12095
4352,133320+512925,203.334,51.4903,4590,53.8,20,3.7,3207,5986
4353,133335+294921,203.396,29.8225,10936,35.2,10,3.1,9494,12391
4355,133355.8+181821,203.482,18.3059,6741,38.4,10,4.0,5338,8157
4356,133415+341139,203.562,34.1941,7088,40.7,10,3.4,5682,8507
4358,NGC5216A,203.673,61.9934,3079,34.0,10,3.3,1709,4461
4359,UGC-8560,203.731,31.3935,4962,54.4,10,5.3,3575,6361
4360,133456+134432,203.733,13.7422,6930,45.5,10,4.3,5525,8347
4362,133524+275443,203.85,27.9119,8051,35.9,10,3.3,6636,9479
4363,133524+012438,203.852,1.41056,5096,38.8,10,3.5,3708,6496
4364,133531+340908,203.88,34.1521,7303,41.0,10,3.6,5895,8724
4365,J1335+0259,203.951,2.99897,6531,38.8,10,3.8,5217,7856
4366,ESO383-G035,203.974,-34.2956,2323,86.9,10,9.0,960,3698
4367,133555+353518,203.98,35.5883,2225,44.8,10,4.1,863,3599
4368,133558+014348,203.994,1.73006,6895,39.2,10,3.9,5491,8312
4369,NGC-5250,204.03,51.2359,4525,51.8,10,4.7,3142,5920
4370,133611+092841,204.046,9.47803,6795,30.8,10,2.6,5392,8211
4371,133612+044424,204.051,4.74008,10284,53.8,10,5.2,8848,11733
4372,133642+344447,204.175,34.7463,7282,40.9,10,3.8,5874,8703
4374,133723+035350,204.347,3.89742,6823,57.5,10,5.5,5419,8239
4375,1327+4326,204.417,39.1549,6000,41.9,20,3.2,4604,7409
4376,1335+39,204.417,39.1551,6000,40.0,10,4.3,4604,7409
4377,ESO509-IG083,204.458,-23.9947,9061,42.6,10,4.0,7637,10498
4378,133813+324922,204.554,32.8229,7359,37.3,10,3.3,5950,8780
4379,J1338-0023,204.564,-0.398528,6613,40.0,10,3.9,5211,8027
4380,NGC5252,204.566,4.54258,6888,42.8,40,2.4,5483,8305
4382,MRK265,204.57,27.7714,10017,23.0,10,2.2,8584,11463
4384,NGC5256B,204.572,48.2756,8211,48.2,36,2.4,6795,9640
4385,NGC5256Btst,204.572,48.2756,8700,48.9,8,5.2,7279,10134
4387,NGC5256S,204.572,48.2756,8211,36.8,16,2.9,6795,9640
4389,NGC5256cntr,204.573,48.2767,8700,51.2,8,5.3,7279,10134
4394,133904+020949,204.769,2.16378,6895,39.2,10,3.7,5491,8312
4395,J133913+043724,204.805,4.62344,6813,42.0,10,4.4,5409,8229
4396,133923+510304,204.846,51.0511,4585,48.8,20,3.3,3202,5981
4397,KUG1337+293,205.013,29.1372,13395,32.6,8,3.9,11931,14873
4398,134019-235129,205.083,-23.858,6517,53.3,10,5.3,5116,7931
4399,134049+052458,205.208,5.41631,11516,53.0,10,4.7,10069,12976
4401,134101+300655,205.253,30.1153,11929,37.2,5,4.7,10478,13393
4403,NGC5283,205.275,67.6721,3100,38.0,30,2.1,1730,4482
4404,MRK0268,205.296,30.3781,11950,39.9,28,2.1,10511,13426
4405,Mrk268,205.296,30.3782,11950,33.0,10,3.3,10499,13414
4406,R14.01,205.304,-14.6444,12528,35.4,20,2.5,11072,13998
4407,134124+561016,205.353,56.1711,10356,40.4,10,3.8,8920,11805
4409,134139+554014,205.413,55.6706,7607,42.7,10,3.8,6196,9031
4410,134143-292000,205.432,-29.3333,4538,60.4,10,6.3,3155,5933
4412,2MASXJ13415456+,205.477,29.6831,13461,31.9,8,3.9,11996,14940
4414,NGC5273,205.535,35.6542,1064,38.4,10,4.2,-287,2428
4417,SBS1340+569,205.542,56.7028,12200,51.1,4,7.3,10837,13575
4419,2MASXJ13421251-,205.552,-5.09194,6645,31.7,10,2.9,5243,8060
4420,134244+350346,205.685,35.0628,7292,40.3,10,3.7,5884,8713
4421,CGCG131-029,205.728,22.1452,8315,23.5,10,2.2,6898,9745
4422,J1343+5910,205.876,59.1679,3039,40.1,7,4.5,1755,4334
4423,UGC8688,205.876,43.4631,1359,32.9,10,3.0,5,2725
4424,J1344+1933,206.065,19.5667,8077,43.4,5,6.9,6662,9505
4425,134422+555704,206.093,55.9514,11427,40.1,10,3.7,9981,12886
4427,MARK273,206.175,55.8869,11300,52.3,6,6.6,9945,12667
4428,134505+034815,206.275,3.80428,9937,55.9,10,5.1,8505,11382
4429,IRAS13428+2334,206.314,23.3166,8803,23.1,10,2.1,7381,10238
4430,NGC-5290,206.33,41.7126,2573,47.8,5,6.2,1208,3950
4431,J134526+230712,206.36,23.1201,8495,39.7,10,4.1,7076,9927
4432,134527+475521,206.363,47.9227,8390,47.4,10,4.4,6972,9821
4433,134604+353113,206.516,35.5204,7355,40.9,10,3.7,5946,8776
4434,Mrk69,206.534,29.6361,22969,32.1,20,2.1,21414,24539
4435,CGCG017-068NED0,206.583,-3.42806,6949,40.4,10,4.4,5544,8367
4436,J1346-0325,206.592,-3.41822,7168,40.4,10,4.2,5761,8588
4437,NGC-5297,206.599,43.872,2409,48.1,5,5.8,1045,3785
4438,J1346+2242,206.627,22.706,7970,42.0,10,4.2,6556,9397
4439,J1346+6423,206.634,64.3904,7253,35.8,4,5.7,5933,8585
4448,134640+522836,206.67,52.4769,8744,42.9,33,2.2,7323,10178
4449,MRK796,206.706,14.4006,6470,30.8,10,2.8,5069,7883
4450,NGC-5308,206.752,60.9732,2041,57.8,10,5.1,680,3414
4451,MRK1361,206.768,11.1064,6775,47.2,9,5.4,5372,8191
4452,CGCG045-099,206.788,3.64389,7005,39.1,10,4.0,5600,8423
4453,J1347+3405,206.795,34.0887,4935,45.0,10,4.4,3635,6246
4454,UGC8718,206.824,34.1489,4856,79.6,10,9.7,3470,6254
4455,Mrk461,206.825,34.1484,4850,33.8,44,1.5,3464,6248
4456,J134750+374500,206.959,37.7503,5529,36.1,10,4.1,4137,6933
4457,J1347+4654,206.99,46.9097,8295,57.8,9,7.3,6966,9636
4459,J1348+1803,207.139,18.0532,7705,38.3,9,3.9,6381,9040
4460,2E1346+2646,207.145,26.5195,17660,32.4,20,2.3,16156,19179
4461,J1348+1724,207.194,17.4062,7862,38.4,50,1.8,6537,9199
4462,B2_1346+26,207.218,26.5928,18965,23.7,20,1.4,17448,20496
4463,NGC-5311,207.234,39.9851,2698,47.3,5,5.5,1332,4076
4464,IC4329,207.272,-30.2958,4539,73.1,10,6.9,3156,5934
4465,134939+474907,207.416,47.819,8364,46.8,10,4.5,6946,9795
4466,NGC-5313,207.435,39.9848,2538,47.7,5,5.9,1173,3915
4467,UM614,207.47,2.07917,9803,47.1,13,4.9,8372,11247
4469,135036+334217,207.65,33.7049,4297,40.5,10,4.1,2916,5690
4470,NGC-5326,207.711,39.5749,2520,47.0,5,6.3,1155,3897
4471,J135057+245844,207.738,24.9789,8378,39.6,10,4.2,6960,9809
4472,135159.4+135803,207.997,13.9675,10988,43.0,10,4.3,9546,12443
4473,3C293,208.074,31.4461,13501,36.3,4,5.3,12048,14992
4474,3C293new,208.074,31.4457,13501,37.2,20,2.5,12036,14980
4475,135228+015642,208.117,1.94506,9893,38.4,10,3.5,8461,11338
4476,2MASXJ13523203+,208.133,2.75842,19740,61.1,10,7.5,18216,21279
4478,NGC-5335,208.236,2.81472,4690,66.1,10,6.7,3306,6087
4479,Mrk279,208.264,69.3082,9129,43.5,10,3.9,7704,10567
4482,135315-282539,208.312,-28.4275,4547,58.4,10,5.9,3164,5942
4488,NGC-5350,208.34,40.364,2304,44.5,5,6.0,941,3679
4489,NGC-5353,208.361,40.283,2107,44.2,5,5.9,746,3480
4490,NGC-5354,208.361,40.3027,2459,43.6,5,9.0,1095,3835
4491,NGC-5351,208.365,37.9151,3619,47.9,5,7.1,2244,5006
4492,135328+144223,208.368,14.7064,11791,28.7,10,2.5,10342,13254
4493,IRAS13513-0217,208.484,-2.53,15451,37.9,10,3.8,13967,16948
4494,J1354+2345,208.621,23.7567,8394,41.4,10,4.2,6976,9825
4495,NGC-5368,208.622,54.3306,4605,51.0,10,4.9,3221,6001
4498,135536+055305,208.9,5.88461,11762,35.0,70,1.2,10313,13224
4499,NGC-5371,208.917,40.4618,2553,44.7,5,5.6,1188,3930
4502,135559+135141,208.996,13.8613,11658,28.7,10,2.4,10210,13119
4503,UGC8850,209.012,18.372,15096,24.5,10,2.0,13616,16590
4504,J1356+3005,209.043,30.0975,9331,44.2,9,4.6,7993,10681
4505,NGC-5364,209.05,5.01525,1241,62.5,10,5.6,-111,2606
4506,135613+554211,209.056,55.7031,11738,48.0,10,4.4,10289,13200
4507,NGC-5377,209.069,47.2356,1793,43.6,5,10.5,435,3163
4508,135628+643743,209.12,64.6287,9593,36.7,10,3.4,8164,11035
4510,2MASXJ13564736+,209.197,69.62,10522,45.1,10,4.8,9084,11973
4513,NGC-5378,209.213,37.7971,3017,46.7,5,6.2,1648,4398
4514,NGC-5375,209.233,29.1643,2386,57.9,5,7.1,1022,3762
4515,NGC-5380,209.236,37.6104,3178,47.5,5,5.9,1807,4561
4516,NGC-5383,209.27,41.8466,2270,49.9,5,6.1,908,3645
4517,135713+115950,209.308,11.9975,6148,39.8,10,3.7,4750,7558
4518,13571925-203706,209.33,-20.6186,10887,39.9,10,17.4,9446,12341
4520,NGC-5374,209.375,6.09781,4295,57.5,10,5.4,2914,5688
4523,NGC-5386,209.593,6.33803,4296,54.9,10,5.6,2915,5689
4524,135828+651546,209.617,65.2629,9893,36.9,10,3.4,8461,11338
4525,NGC-5394,209.64,37.4535,3427,45.6,5,5.7,2054,4812
4527,NGC-5395,209.658,37.4246,3487,45.1,5,5.9,2114,4873
4528,CGCG162-038NED0,209.658,28.8658,11550,34.5,10,3.4,10103,13011
4529,135848+045426,209.7,4.9075,7422,58.0,10,5.6,6013,8844
4530,CGCG046-030,209.741,7.25419,7376,29.5,10,2.8,5967,8797
4531,135857+614050,209.742,61.6807,8966,47.8,10,4.4,7543,10402
4532,IRASF13562-1948,209.749,-20.0456,11797,40.0,10,3.7,10347,13260
4533,J1359+3810,209.961,38.1823,2746,58.0,4,8.3,1464,4039
4534,SDSSJ13598+3644,209.966,36.7399,15000,91.4,7,10.6,13613,16400
4536,CGCG046-033,210.077,5.045,10291,27.5,10,2.7,8855,11740
4537,CGCG1358.3+3845,210.105,38.5208,2609,30.8,10,2.8,1243,3987
4538,MRK798,210.13,8.89947,5378,41.5,10,3.8,3987,6781
4539,UM625,210.169,-1.92167,7495,39.9,10,4.4,6085,8918
4540,NGC-5430,210.191,59.3283,3028,55.7,10,5.3,1659,4410
4541,CGCG162-048,210.247,29.5625,8173,29.1,10,2.8,6757,9602
4542,J1401+2931,210.267,29.5255,7959,44.8,10,4.5,6633,9297
4543,J140141+334936,210.422,33.8268,7919,63.6,8,7.1,6505,9346
4544,NGC5414,210.515,9.92947,4259,41.5,10,3.6,2879,5652
4545,J140205+260339,210.525,26.0609,9882,58.8,10,6.3,8450,11327
4546,J1402+5548,210.549,55.8141,1796,38.3,9,4.3,523,3081
4547,NGC-5417,210.554,8.03697,4817,63.9,5,9.2,3431,6215
4548,SDSSJ14023+5420,210.587,54.3344,300,57.7,10,6.3,-960,1572
4549,J1402+0918,210.62,9.31567,5731,40.8,10,4.3,4424,7049
4550,NGC5433,210.65,32.5106,4354,33.1,10,3.1,2973,5748
4551,140250+491022,210.708,49.1727,1999,49.1,20,3.0,639,3371
4552,NGC-5448,210.709,49.1726,2028,43.0,5,5.9,668,3400
4553,NGC-5440,210.754,34.758,3689,47.1,5,6.1,2314,5077
4554,ugc8961,210.767,28.033,4616,46.0,32,2.4,3232,6012
4556,J1403+0856,210.769,8.9475,6886,37.8,30,4.9,5569,8214
4558,140316+383149,210.82,38.5305,5749,51.7,10,4.8,4355,7155
4559,140321-223326,210.84,-22.5572,9731,51.9,10,4.7,8301,11174
4560,NGC-5434,210.846,9.44814,4636,61.4,5,7.8,3252,6032
4562,140326-060151,210.859,-6.03086,2755,42.1,10,4.0,1388,4134
4563,ngc5427,210.859,-6.03025,2600,43.2,30,2.6,1235,3978
4564,NGC-5445,210.881,35.0253,3900,71.1,5,9.6,2523,5290
4565,140335.9-020754,210.899,-2.13178,7345,40.1,10,3.9,5936,8766
4566,140416.2+115955,211.067,11.9987,7532,38.2,10,3.8,6122,8955
4567,J1404+1618,211.114,16.3037,4205,34.7,10,3.5,2825,5597
4568,140429+335712,211.122,33.9534,7925,36.2,10,3.4,6511,9352
4569,NGC-5473,211.18,54.8926,2040,53.0,10,4.8,679,3413
